Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
URDNA1LC,"Sodium, Urine 1st Comment Code",U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VPSU,Variance primary sampling unit (PSU),U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VPSUBRR,Variance PSU for use with BRR weights,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VSTRA,Variance stratum,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR,1 year urine weight,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR01,1 year urine weight: Jackknife replicate weight 01,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR02,1 year urine weight: Jackknife replicate weight 02,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR03,1 year urine weight: Jackknife replicate weight 03,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR04,1 year urine weight: Jackknife replicate weight 04,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR05,1 year urine weight: Jackknife replicate weight 05,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR06,1 year urine weight: Jackknife replicate weight 06,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR07,1 year urine weight: Jackknife replicate weight 07,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR08,1 year urine weight: Jackknife replicate weight 08,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR09,1 year urine weight: Jackknife replicate weight 09,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR10,1 year urine weight: Jackknife replicate weight 10,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR11,1 year urine weight: Jackknife replicate weight 11,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR12,1 year urine weight: Jackknife replicate weight 12,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR13,1 year urine weight: Jackknife replicate weight 13,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR14,1 year urine weight: Jackknife replicate weight 14,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR15,1 year urine weight: Jackknife replicate weight 15,U1LT_H_R,Electrolytes - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
SEQN,Respondent sequence number,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1CA,"Calcium, Urine 1st Collection (mg/dL)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1CR,"Creatinine, Urine 1st Collection (mg/dL)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1MA,"Albumin, Urine 1st Collection (ug/dL)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1MG,"Magnesium, Urine 1st Collection (mg/dL)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1OX,"Oxalate, Urine 1st Collection (mg/L)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1PH,"Phosphorus, Urine 1st Collection (mg/dL)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1UCSTS,Urine collection status,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
UR1UN,"Urea Nitrogen,1st Collection (mg/dL)",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
URDMG1LC,"Magnesium, Urine 1st Comment Code",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
URDUN1LC,"Urea Nitrogen, Urine 1st Comment Code",U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VPSU,Variance primary sampling unit (PSU),U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VPSUBRR,Variance PSU for use with BRR weights,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VSTRA,Variance stratum,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR,1 year urine weight,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR01,1 year urine weight: Jackknife replicate weight 01,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR02,1 year urine weight: Jackknife replicate weight 02,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR03,1 year urine weight: Jackknife replicate weight 03,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR04,1 year urine weight: Jackknife replicate weight 04,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR05,1 year urine weight: Jackknife replicate weight 05,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR06,1 year urine weight: Jackknife replicate weight 06,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR07,1 year urine weight: Jackknife replicate weight 07,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR08,1 year urine weight: Jackknife replicate weight 08,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR09,1 year urine weight: Jackknife replicate weight 09,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR10,1 year urine weight: Jackknife replicate weight 10,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR11,1 year urine weight: Jackknife replicate weight 11,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR12,1 year urine weight: Jackknife replicate weight 12,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR13,1 year urine weight: Jackknife replicate weight 13,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR14,1 year urine weight: Jackknife replicate weight 14,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
WT1YUR15,1 year urine weight: Jackknife replicate weight 15,U1KM_H_R,Kidney Markers - 24-Hour Urine - First Collection,2014,2014,Laboratory,RDC Only
SEQN,Respondent sequence number,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
SEQN,Respondent sequence number,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYE,Day of the Week (PM Collection),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYE,Day of the Week (PM Collection),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYM,Day of the Week (AM Collection),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYM,Day of the Week (AM Collection),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHE,Number of days between the day of the evening home urine collection and the first 24-hour urine collection,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHE,Number of days between the day of the evening home urine collection and the first 24-hour urine collection,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHM,Number of days between the day of the morning home urine collection and the first 24-hour urine collection,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHM,Number of days between the day of the morning home urine collection and the first 24-hour urine collection,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHCSTS,HUC Status Code,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHCSTS,HUC Status Code,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLE,Volume of PM Collections,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLE,Volume of PM Collections,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLM,Volume of AM Collections,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLM,Volume of AM Collections,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDMAELC,"Albumin, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDMAELC,"Albumin, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDOXELC,"Oxalate, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDOXELC,"Oxalate, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDOXMLC,"Oxalate, Urine AM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDOXMLC,"Oxalate, Urine AM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDPHELC,"Phosphorus, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDPHELC,"Phosphorus, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDUNELC,"Urea Nitrogen, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDUNELC,"Urea Nitrogen, Urine PM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDUNMLC,"Urea Nitrogen, Urine AM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDUNMLC,"Urea Nitrogen, Urine AM Comment Code",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCAE,"Calcium, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCAE,"Calcium, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCAM,"Calcium, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCAM,"Calcium, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRE,"Creatinine, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRE,"Creatinine, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRM,"Creatinine, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRM,"Creatinine, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMAE,"Albumin, Urine PM Collection (ug/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMAE,"Albumin, Urine PM Collection (ug/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMAM,"Albumin, Urine AM Collection (ug/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMAM,"Albumin, Urine AM Collection (ug/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMGE,"Magnesium, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMGE,"Magnesium, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMGM,"Magnesium, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHMGM,"Magnesium, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHOXE,"Oxalate, Urine PM Collection (mmol/L)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHOXE,"Oxalate, Urine PM Collection (mmol/L)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHOXM,"Oxalate, Urine AM Collection (mmol/L)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHOXM,"Oxalate, Urine AM Collection (mmol/L)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHPHE,"Phosphorus, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHPHE,"Phosphorus, Urine PM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHPHM,"Phosphorus, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHPHM,"Phosphorus, Urine AM Collection (mg/dL)",HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHUNE,Urea Nitrogen PM Collection (mg/dL),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHUNE,Urea Nitrogen PM Collection (mg/dL),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHUNM,Urea Nitrogen AM Collection (mg/dL),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHUNM,Urea Nitrogen AM Collection (mg/dL),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSU,Variance primary sampling unit (PSU),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSU,Variance primary sampling unit (PSU),HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSUBRR,Variance PSU for use with BRR weights,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSUBRR,Variance PSU for use with BRR weights,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRA,Variance stratum,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRA,Variance stratum,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
